pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2019-11-09,2019-11-15,,Lily Avenue1號別墅 Lily Avenue Villa 1,,,,45103080,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-09,2019-11-15,,Lily Avenue2號別墅 Lily Avenue Villa 2,,,,45121680,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-09,2019-11-15,,Lily Avenue5號別墅 Lily Avenue Villa 5,,,,45455000,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-10,2019-11-15,2024-01-11,Jasmine Avenue5號別墅 Jasmine Avenue Villa 5,,,,51000000,,招標文件支付辦法(ST4a) Payment Plan (ST4a) of Tender Document ‧見備註/See Remarks 7(c)(iii)(a) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-10,2019-11-15,,Violet Avenue2號別墅 Violet Avenue Villa 2,,,,51074280,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-12,2019-11-19,,Jasmine Avenue3號別墅 Jasmine Avenue Villa 3,,,,47762960,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-12,2019-11-19,2026-07-23,Jasmine Avenue10號別墅 Jasmine Avenue Villa 10,,,,52484400,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-12,2019-11-19,,Violet Avenue5號別墅 Violet Avenue Villa 5,,,,50468000,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(b),
2019-11-14,2019-11-21,,Jasmine Avenue9號別墅 Jasmine Avenue Villa 9,,,,53534100,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
2019-11-18,2019-11-25,,Jasmine Avenue11號別墅 Jasmine Avenue Villa 11,,,,52052000,,招標文件支付辦法(GT1a) Payment Plan (GT1a) of Tender Document ‧見備註/See Remarks 7(c)(ii) ‧見備註/See Remarks 7(d)(ii)(c) ‧見備註/See Remarks 7(d)(iii)(a) ‧見備註/See Remarks 7(d)(v) ‧見備註/See Remarks 7(d)(vi) ‧見備註/See Remarks 7(d)(vii)(a),
