pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2024-10-06,2024-10-14,,尚柏 The Parkland,12,A,,2973700,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,C,,3062400,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,D,,2838000,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,E,,2848400,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,F,,2848400,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,G,,2781400,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,J,,2703100,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,12,K,,2893700,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,A,,2912800,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,B,,4357000,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,C,,2998900,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,D,,2781400,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,E,,2791000,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,F,,2791000,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,2025-03-03,尚柏 The Parkland,10,G,,2724000,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,J,,2645700,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,10,K,,2833600,,價單第1號 / Price List No. 1 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,9,A,,2883200,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,9,B,,4311800,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,9,C,,2967600,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
2024-10-06,2024-10-14,,尚柏 The Parkland,9,D,,2752700,,價單第2號 / Price List No. 2 • (A) 付款辦法 / Payment Plan (A) • 見備註 / See Remark 7d(a) • 見備註 / See Remark 7d(b) • 見備註 / See Remark 7d(c) • 見備註 / See Remark 7d(d) • 見備註 / See Remark 7e(c),
