pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2021-10-20,2021-10-27,,第1座 Tower 1,9,A,地庫 1 層汽車停車 位 P10 號 Car Parking Space No. P10 on the Basement 1 Floor,80100000,,招標文件第1-A號 Tender Document No. 1-A (1) 支付條款A (見備註7(c)(i)) Term of Payment A (See Remark 7(c)(i)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2021-12-17,2021-12-24,,第1座 Tower 1,15,A,地庫 1 層汽車停車 位 P2 號 Car Parking Space No. P2 on the Basement 1 Floor,95220000,,招標文件第2-D號 Tender Document No. 2-D (1) 支付條款A1 (見備註7(c)(ii)) Term of Payment A1 (See Remark 7(c)(ii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2021-12-17,2021-12-24,,第1座 Tower 1,15,B,地庫 1 層汽車停車 位 P5 號 Car Parking Space No. P5 on the Basement 1 Floor,91872000,,招標文件第2-D號 Tender Document No. 2-D (1) 支付條款A1 (見備註7(c)(ii)) Term of Payment A1 (See Remark 7(c)(ii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2021-12-17,2021-12-24,,第1座 Tower 1,16,A,地庫 1 層汽車停車 位 P3 號及P4號 Car Parking Spaces Nos. P3 and P4 on the Basement 1 Floor,258054000,,招標文件第2-D號 Tender Document No. 2-D (1) 支付條款A1 (見備註7(c)(ii)) Term of Payment A1 (See Remark 7(c)(ii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2021-12-17,2021-12-24,,第1座 Tower 1,9,B,地庫 1 層汽車停車 位 P17 號 Car Parking Space No. P17 on the Basement 1 Floor,77299200,,招標文件第3-A號 Tender Document No. 3-A (1) 支付條款A2 (見備註7(c)(iii)) Term of Payment A2 (See Remark 7(c)(iii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-01-14,2022-01-21,,第1座 Tower 1,6,B,地庫 1 層汽車停車 位 P28 號 Car Parking Space No. P28 on the Basement 1 Floor,69500000,,招標文件第4-K號 Tender Document No. 4-K (1) 支付條款A3 (見備註7(c)(iv)) Term of Payment A3 (See Remark 7(c)(iv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-04-01,2022-04-11,,第1座 Tower 1,3,A,地庫 1 層汽車停車 位 P16 號 Car Parking Space No. P16 on the Basement 1 Floor,68000000,,招標文件第5-BT號 Tender Document No. 5-BT (1) 支付條款A3 (見備註7(c)(iv)) Term of Payment A3 (See Remark 7(c)(iv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-04-09,2022-04-19,,第1座 Tower 1,2,B,,58800000,,招標文件第6-A號 Tender Document No. 6-A (1) 支付條款A3 (見備註7(c)(iv)) Term of Payment A3 (See Remark 7(c)(iv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-04-15,2022-04-25,,第1座 Tower 1,3,B,地庫 1 層汽車停車 位 P24 號 Car Parking Space No. P24 on the Basement 1 Floor,65000000,,招標文件第5-CH號 Tender Document No. 5-CH (1) 支付條款A3 (見備註7(c)(iv)) Term of Payment A3 (See Remark 7(c)(iv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-06-20,2022-06-27,,第1座 Tower 1,6,A,地庫 1 層汽車停車 位 P25 號 Car Parking Space No. P25 on the Basement 1 Floor,71800000,,招標文件第4-FL號 Tender Document No. 4-FL (1) 支付條款A6 (見備註7(c)(v)) Term of Payment A6 (See Remark 7(c)(v)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2022-10-03,2022-10-11,,第1座 Tower 1,5,B,,60000000,,招標文件第8-FE號 Tender Document No. 8-FE (1) 支付條款A4 (見備註7(c)(vi)) Term of Payment A4 (See Remark 7(c)(vi)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(e)) First 20 months Interest- Free Mortgage Loan (See Remark 7(e)),
2022-11-14,2022-11-21,,第1座 Tower 1,8,A,地庫 1 層汽車停車 位 P31 號 Car Parking Space No. P31 on the Basement 1 Floor,73000000,,招標文件第10號 Tender Document No. 10 (1) 支付條款B1 (見備註7(c)(vii)) Term of Payment B1 (See Remark 7(c)(vii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(e)) First 20 months Interest- Free Mortgage Loan (See Remark 7(e)),
2022-11-17,2022-11-24,,第1座 Tower 1,7,B,地庫 1 層汽車停車 位 P26 號 Car Parking Space No. P26 on the Basement 1 Floor,68800000,,招標文件第 7-HG號 Tender Document No. 7-HG (1) 支付條款B2 (見備註7(c)(viii)) Term of Payment B2 (See Remark 7(c)(viii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(e)) First 20 months Interest- Free Mortgage Loan (See Remark 7(e)),
2022-12-02,2022-12-09,,第1座 Tower 1,7,A,,65000000,,招標文件第 7-HV號 Tender Document No. 7-HV (1) 支付條款B3 (見備註7(c)(ix)) Term of Payment B3 (See Remark 7(c)(ix)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(f)) First 20 months Interest- Free Mortgage Loan (See Remark 7(f)),
2022-12-10,2022-12-16,,第1座 Tower 1,5,A,地庫 1 層汽車停車 位 P19 號 Car Parking Space No. P19 on the Basement 1 Floor,66000000,,招標文件第 8-HU號 Tender Document No. 8-HU (1) 支付條款B4 (見備註7(c)(x)) Term of Payment B4 (See Remark 7(c)(x)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(e)) First 20 months Interest- Free Mortgage Loan (See Remark 7(e)),
2022-12-20,2022-12-29,,第1座 Tower 1,1,B,,65000000,,招標文件第 9-FU號 Tender Document No. 9-FU (1) 支付條款B5 (見備註7(c)(xi)) Term of Payment B5 (See Remark 7(c)(xi)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(g)) First 20 months Interest- Free Mortgage Loan (See Remark 7(g)),
2023-01-05,2023-01-12,,第1座 Tower 1,2,A,地庫 1 層汽車停車 位 P22 號 Car Parking Space No. P22 on the Basement 1 Floor,63680000,,招標文件第 6-JL號 Tender Document No. 6-JL (1) 支付條款A7 (見備註7(c)(xii)) Term of Payment A7 (See Remark 7(c)(xii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-01-15,2023-01-20,,第1座 Tower 1,10,B,地庫 1 層汽車停車 位 P9 號 Car Parking Space No. P9 on the Basement 1 Floor,76800000,,招標文件第 12-AC號 Tender Document No. 12-AC (1) 支付條款A8 (見備註7(c)(xiii)) Term of Payment A8 (See Remark 7(c)(xiii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-01-16,2023-01-26,,第1座 Tower 1,1,A,,68000000,,招標文件第 9-GY號 Tender Document No. 9-GY (1) 支付條款A5 (見備註7(c)(xiv)) Term of Payment A5 (See Remark 7(c)(xiv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-02-01,2023-02-08,,第1座 Tower 1,11,A,地庫 1 層汽車停車 位 P30 號 Car Parking Space No. P30 on the Basement 1 Floor,86330000,,招標文件第 13-AL號 Tender Document No. 13-AL (1) 支付條款A5 (見備註7(c)(xiv)) Term of Payment A5 (See Remark 7(c)(xiv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3)送贈傢俱優惠(見備註7(h)) Free Furniture Offer (See Remark 7(h)),
2023-02-02,2023-02-09,,第1座 Tower 1,10,A,地庫 1 層汽車停車 位 P29 號 Car Parking Space No. P29 on the Basement 1 Floor,80800000,,招標文件第 13-AM號 Tender Document No. 13-AM (1) 支付條款A9 (見備註7(c)(xv)) Term of Payment A9 (See Remark 7(c)(xv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-05-13,2023-05-19,,第1座 Tower 1,11,B,地庫 1 層汽車停車 位 P21 號 Car Parking Space No. P21 on the Basement 1 Floor,81000000,,招標文件第 15-AN號 Tender Document No. 15-AN (1) 支付條款A5 (見備註7(c)(xiv)) Term of Payment A5 (See Remark 7(c)(xiv)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-06-21,2023-06-28,,第1座 Tower 1,12,A,,82000000,,招標文件第 16號 Tender Document No. 16 (1) 支付條款B (見備註7(c)(xvi)) Term of Payment B (See Remark 7(c)(xvi)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(i)) First 20 months Interest- Free Mortgage Loan (See Remark 7(i)),
2023-06-30,2023-07-07,,第1座 Tower 1,8,B,,66000000,,招標文件第 14號 Tender Document No. 14 (1) 支付條款C (見備註7(c)(xvii)) Term of Payment C (See Remark 7(c)(xvii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3) 首20個月免息按揭貸款(見備註7(i)) First 20 months Interest- Free Mortgage Loan (See Remark 7(i)),
2023-10-31,2023-11-03,,第2座 Tower 2,16,A,"地庫 1 層汽車 停車位 P13、P14 及 P15 號 Car Parking Space No. P13, P14 and P15 all on the Basement 1 Floor",254300000,,招標文件第 17號 Tender Document No. 17 (1) 支付條款A5 (見備註7(c)(xiv)) Term of Payment A5 (See Remark 7(c)(xiv)) (2) 住宅物業及車位連租約出售。 The Residential Property and the Car Parking Spaces are sold subject to existing tenancy.,
2023-11-12,2023-11-17,,第2座 Tower 2,1,A,地庫2 層汽車停車 位 P3 號 Car Parking Space No. P3 on the Basement 2 Floor,65800000,,招標文件第 18號 Tender Document No. 18 (1) 支付條款A10 (見備註7(c)(xviii)) Term of Payment A10 (See Remark 7(c)(xviii)),
2023-12-02,2023-12-08,,第2座 Tower 2,8,A,,67500000,,招標文件第 19號 Tender Document No. 19 (1) 支付條款A11 (見備註7(c)(xix)) Term of Payment A11 (See Remark 7(c)(xix)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2023-12-10,2023-12-15,,第2座 Tower 2,9,A,地庫2 層汽車停車 位 P2 號 Car Parking Space No. P2 on the Basement 2 Floor,73980000,,招標文件第 20號 Tender Document No. 20 (1) 支付條款A12 (見備註7(c)(xx)) Term of Payment A12 (See Remark 7(c)(xx)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2024-03-02,2024-03-08,,第2座 Tower 2,1,B,地庫3 層汽車停車 位 P12 號 Car Parking Space No. P12 on the Basement 3 Floor,64500000,,招標文件第 21號 Tender Document No. 21 (1) 支付條款A13 (見備註7(c)(xxi)) Term of Payment A13 (See Remark 7(c)(xxi)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)),
2024-03-06,2024-03-13,,第2座 Tower 2,6,A,,63400000,,招標文件第 22號 Tender Document No. 22 (1) 支付條款A14 (見備註7(c)(xxii)) Term of Payment A14 (See Remark 7(c)(xxii)) (2) 延長保養欠妥之處優惠(見備註7(d)) Extended Defect Maintenance Offer (See Remark 7(d)) (3)一個住宅停車位認購權(見備註7(j)) Option to purchase a Residential Parking Space (See Remark 7(j)),
