pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2014-11-30,2014-12-05,,2,3,E,,9434894,,"(a) 價單第1號(4)(i)(A)150天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 1: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2014-11-30,2014-12-04,,2,7,A,,9966912,,"(a) 價單第1號(4)(i)(A)150天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 1: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2014-11-30,2014-12-04,,2,8,A,,10339829,,"(a) 價單第1號(4)(i)(A)150天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 1: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2014-11-30,2014-12-05,,2,9,A,,9944316,,"(a) 價單第1號(4)(i)(A)150 天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(b)「買家印花稅津貼」優惠 (4)(ii)(b) of Price List 1: ""Subsidy of Buyer's Stamp Duty"" Benefit",
2014-11-30,2014-12-05,,2,10,A,,10834807,,"(a) 價單第2號(4)(i)(A)150 天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 2: 150-day Payment Method (8% discount from the Price) (b) 價單第2號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 2: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2014-11-30,2014-12-05,,2,18,B,,18510340,,"(a) 價單第1號(4)(i)(A)150 天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 1: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2014-12-07,2014-12-12,,2,6,A,,9733733,,"(a) 價單第1號(4)(i)(A)150 天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1: 150-day Payment Method (8% discount from the Price) (b) 價單第1號(4)(ii)(a)「從價印花稅津貼」優惠 (4)(ii)(a) of Price List 1: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2015-05-12,2015-05-13,,2,5,A,,9137955,,"(a) 價單第1A號(4)(i)(A)150 天即供付款計劃(照售價減8%) (4)(i)(A) of Price List 1A: 150-day Payment Method (8% discount from the Price) (b) 價單第1A號(4)(ii)(b)「買家印花稅津貼」優惠 (4)(ii)(b) of Price List 1A: ""Subsidy of Ad Valorem Stamp Duty"" Benefit",
2015-06-17,2015-06-24,,1,6,A,,16405135,,"(a) 價單第1B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 1B: Flexible Payment Method (5% discount from the Price) (b) 價單第1B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(C) of Price List 1B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第1B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 1B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第1B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 1B: Early Settlement Cash Rebate",
2015-06-17,2015-06-24,,1,7,A,,16680605,,"(a) 價單第1B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 1B: Flexible Payment Method (5% discount from the Price) (b) 價單第1B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(C) of Price List 1B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第1B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 1B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第1B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 1B: Early Settlement Cash Rebate",
2015-06-17,2015-06-22,,1,8,A,,16846050,,"(a) 價單第1B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 1B: Flexible Payment Method (5% discount from the Price) (b) 價單第1B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(C) of Price List 1B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第1B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 1B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第1B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 1B: Early Settlement Cash Rebate",
2015-06-17,2015-06-24,,1,9,A,,17041650,,"(a) 價單第1B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 1B: Flexible Payment Method (5% discount from the Price) (b) 價單第1B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(C) of Price List 1B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第1B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 1B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第1B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 1B: Early Settlement Cash Rebate",
2015-06-17,2015-06-24,,1,16,B,,21403530,,"(a) 價單第1B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 1B: Flexible Payment Method (5% discount from the Price) (b) 價單第1B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(c) of Price List 1B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第1B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 1B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第1B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 1B: Early Settlement Cash Rebate (e) 價單第1B號(4)(iii)(b)購買停車位的優先權 (4)(iii)(b) of Price List 1B: Priority to purchase a Car Parking Space",
2015-06-17,2015-06-24,,2,16,A,,28622800,,"(a) 價單第2B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 2B: Flexible Payment Method (5% discount from the Price) (b) 價單第2B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(c) of Price List 2B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第2B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 2B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第2B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 2B: Early Settlement Cash Rebate (e) 價單第2B號(4)(iii)(b)購買停車位的優先權 (4)(iii)(b) of Price List 2B: Priority to purchase a Car Parking Space",
2015-06-17,2015-06-24,,2,17,A,,28826550,,"(a) 價單第2B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 2B: Flexible Payment Method (5% discount from the Price) (b) 價單第2B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(c) of Price List 2B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第2B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 2B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第2B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 2B: Early Settlement Cash Rebate (e) 價單第2B號(4)(iii)(b)購買停車位的優先權 (4)(iii)(b) of Price List 2B: Priority to purchase a Car Parking Space",
2015-06-17,2015-06-24,,2,23,A,,30795590,,"(a) 價單第2B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 2B: Flexible Payment Method (5% discount from the Price) (b) 價單第2B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(c) of Price List 2B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第2B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 2B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第2B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 2B: Early Settlement Cash Rebate (e) 價單第2B號(4)(iii)(b)購買停車位的優先權 (4)(iii)(b) of Price List 2B: Priority to purchase a Car Parking Space",
2015-06-19,2015-06-24,,2,25,A,,30996895,,"(a) 價單第2B號(4)(i)(C)靈活付款計劃(照售價減5%) (4)(i)(C) of Price List 2B: Flexible Payment Method (5% discount from the Price) (b) 價單第2B號(4)(ii)(c)特選住宅物業的特別折扣優惠 (4)(ii)(c) of Price List 2B: Special Discount Benefit for the Privilege Residential Properties (c) 價單第2B號(4)(ii)(d)特選單位「從價印花稅津貼」優惠 (4)(ii)(d) of Price List 2B: ""Ad Valorem Stamp Duty Subsidy"" Benefit for Privilege Residential Properties (d) 價單第2B號(4)(iii)(a)提前付清樓價現金回贈 (4)(iii)(a) of Price List 2B: Early Settlement Cash Rebate (e) 價單第2B號(4)(iii)(b)購買停車位的優先權 (4)(iii)(b) of Price List 2B: Priority to purchase a Car Parking Space",
