pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2017-11-03,2017-11-09,,,7,P,,8748430,"在13-12-2017，基於法例第35 (2)(b)條所容許的原因，售價更改 為$8,658,240 On 13-12-2017, the price adjusted to $8,658,240 due to the reason allowed under section 35(2)(b) of the Ordinance","價單第1號 (D)付款辦法 Payment Method (D) of Price List No.1 依照售價減 1%(99%) 1% discount from the price (99%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser. 在13-12-2017，支付條款更改為 On 13-12-2017, the terms of payment adjusted to 價單第1號 (B)付款辦法 Payment Method (B) of Price List No.1 依照售價減 2%(98%) 2% discount from the price (98%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.",
2017-11-03,,,,9,P,,8731450,,價單第1號 (A)付款辦法 Payment Method (A) of Price List No.1 依照售價減 3%(97%) 3% discount from the price (97%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-08,,,15,D,,6882240,,價單第1號 (B)付款辦法 Payment Method (B) of Price List No.1 依照售價減 2%(98%) 2% discount from the price (98%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-07,,,16,F,,10230720,,價單第1號 (B)付款辦法 Payment Method (B) of Price List No.1 依照售價減 2%(98%) 2% discount from the price (98%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-07,,,17,F,,10304640,,價單第1號 (B)付款辦法 Payment Method (B) of Price List No.1 依照售價減 2%(98%) 2% discount from the price (98%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-10,,,18,D,,7008150,,價單第1號 (A)付款辦法 Payment Method (A) of Price List No.1 依照售價減 3%(97%) 3% discount from the price (97%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,,,,18,E,,7411900,,價單第1號 (A)付款辦法 Payment Method (A) of Price List No.1 依照售價減 3%(97%) 3% discount from the price (97%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-09,,,18,F,,10378560,,價單第1號 (B)付款辦法 Payment Method (B) of Price List No.1 依照售價減 2%(98%) 2% discount from the price (98%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-10,,,18,P,,9479540,,價單第1號 (F)付款辦法 Payment Method (F) of Price List No.1 依照售價(100%) in accordance with the price (100%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
2017-11-03,2017-11-10,,,19,D,,7254940,,價單第1號 (F)付款辦法 Payment Method (F) of Price List No.1 依照售價(100%) in accordance with the price (100%) 買方可獲額外2%售價折扣優惠。 An extra 2% discount from the Price will be offered to the Purchaser.,
