pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2024-11-26,2024-12-03,,第1座之 第1A座 Tower 1A of Tower 1,12,B,,5384000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-11-26,2024-12-03,,第1座之 第1B座 Tower 1B of Tower 1,10,G,,5274000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-11-26,2024-12-03,,第1座之 第1B座 Tower 1B of Tower 1,12,G,,5327000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-11-27,2024-12-04,,第1座之 第1A座 Tower 1A of Tower 1,11,B,,5357000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-12-05,2024-12-12,,第2座之 第2B座 Tower 2B of Tower 2,30,D,,70800000,,- 招標表格付款方法(A):靈活現金付款計劃 Payment Term (A) of Form of tender: Flexible Cash Payment Plan - 相等於買價5%之臨時訂金(「臨時訂金」)於簽署臨 時合約時繳付。 A preliminary deposit equivalent to 5% of Purchase Price (“Preliminary Deposit”) shall be paid upon signing of the preliminary agreement. - 買價5%即加付訂金於簽署臨時合約後 5天內繳付。 5% of Purchase Price being further deposit shall be paid within 5 days after signing of the preliminary agreement. - 買價90%即買價餘款於2025年2月3日或之前繳 付。 90% of Purchase Price being balance of Purchase Price shall be paid on or before 3rd February 2025. - 買方有權獲得「認購一個住客停車位優惠」，條款及 條件參見見備註8(c)。 The Purchaser shall be entitled to the “Benefit to Purchase ONE Residential Parking Space” on terms and conditions referred to Remarks 8(c).,
2024-12-09,2024-12-16,,第1座之 第1A座 Tower 1A of Tower 1,10,B,,5330000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-12-11,2024-12-18,,第1座之 第1B座 Tower 1B of Tower 1,5,G,,5092000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-12-11,2024-12-18,,第1座之 第1B座 Tower 1B of Tower 1,6,G,,5128000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-12-11,2024-12-18,,第1座之 第1B座 Tower 1B of Tower 1,7,G,,5164000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
2024-12-11,2024-12-18,,第1座之 第1B座 Tower 1B of Tower 1,8,G,,5200000,,- 價單第1A號付款方法(A): 90天現金優惠付款計劃 (照價單第 1A 號所述的售價減2%) Payment Term (A) of Price List No.1A: 90-day Cash Payment Plan (2% discount from Price mentioned in Price List No.1A) - 相等於成交金額 5%之臨時訂金於買方簽署臨時買賣 合約時繳付。 A preliminary deposit equivalent to 5% of Transaction Price shall be paid upon signing of the preliminary agreement for sale and purchase. - 成交金額 95%即成交金額餘款於買方簽署臨時買賣 合約後90天內繳付。 95% of Transaction Price being balance of Transaction Price shall be paid within 90 days after signing of the preliminary agreement for sale and purchase. - 按訂明的條款及條件買方可獲額外2%售價折扣優惠 作為「盛景成雙」優惠。 An extra 2% discount from the Price would be offered to the Purchaser as the “Blossoming Scenery in Pairs” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「置業折扣」優惠。 An extra 3% discount from the Price would be offered to the Purchaser as the “Home Purchase Discount” Benefit on the prescribed terms and conditions. - 按訂明的條款及條件買方可獲額外3%售價折扣優惠 作為「印花稅」優惠。 - An extra 3% discount from the Price would be offered to the Purchaser as the “Stamp Duty” Benefit on the prescribed terms and conditions.,
