pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2022-05-03,2022-05-11,,1,3,G,,8973100,,價單第1號 (A2)付款辦法 Payment Method (A2) of Price List No.1 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,10,E,,14230000,,價單第1號 (A2)付款辦法 Payment Method (A2) of Price List No.1 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-10,,1,15,H,,9308100,,價單第2號 (A1)付款辦法 Payment Method (A1) of Price List No.2 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,16,H,,9325200,,價單第2號 (A1)付款辦法 Payment Method (A1) of Price List No.2 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,17,H,,9358400,,價單第2號 (A1)付款辦法 Payment Method (A1) of Price List No.2 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,19,H,,9485700,,價單第2號 (A2)付款辦法 Payment Method (A2) of Price List No.2 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,22,A,,30380000,,招標文件支付條款 Payment Terms of Tender Document ．見備註/See Remarks 7.(a) ．見備註/See Remarks 7.(b) ．見備註/See Remarks 7.(c)(ii) ．見備註/See Remarks 7.(d)(iii)(a) ．見備註/See Remarks 7.(d)(iii)(b) ．見備註/See Remarks 7.(d)(iii)(c),
2022-05-03,2022-05-11,,1,26,A,,30192000,,招標文件支付條款 Payment Terms of Tender Document ．見備註/See Remarks 7.(a) ．見備註/See Remarks 7.(b) ．見備註/See Remarks 7.(c)(i) ．見備註/See Remarks 7.(d)(iii)(a) ．見備註/See Remarks 7.(d)(iii)(b) ．見備註/See Remarks 7.(d)(iii)(c),
2022-05-03,2022-05-06,,1,28,H,,9638700,,價單第2號 (A1)付款辦法 Payment Method (A1) of Price List No.2 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-03,2022-05-11,,1,33,A,,32600700,,招標文件支付條款 Payment Terms of Tender Document ．見備註/See Remarks 7.(a) ．見備註/See Remarks 7.(b) ．見備註/See Remarks 7.(c)(ii) ．見備註/See Remarks 7.(d)(iii)(a) ．見備註/See Remarks 7.(d)(iii)(b) ．見備註/See Remarks 7.(d)(iii)(c),
2022-05-03,2022-05-11,,1,38,A,,34500000,,招標文件支付條款 Payment Terms of Tender Document ．見備註/See Remarks 7.(a) ．見備註/See Remarks 7.(b) ．見備註/See Remarks 7.(c)(i) ．見備註/See Remarks 7.(d)(iii)(a) ．見備註/See Remarks 7.(d)(iii)(b) ．見備註/See Remarks 7.(d)(iii)(c),
2022-05-03,2022-05-06,,1,38,E,,15476100,,價單第2號 (A2)付款辦法 Payment Method (A2) of Price List No.2 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-21,2022-05-27,,1,18,H,,9386900,,價單第2號 (A1)付款辦法 Payment Method (A1) of Price List No.2 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-05-26,2022-06-02,,1,30,A,,31790400,,招標文件支付條款 Payment Terms of Tender Document ．見備註/See Remarks 7.(a) ．見備註/See Remarks 7.(b) ．見備註/See Remarks 7.(c)(i) ．見備註/See Remarks 7.(d)(iii)(a) ．見備註/See Remarks 7.(d)(iii)(b) ．見備註/See Remarks 7.(d)(iii)(c),
2022-05-30,2022-06-02,,1,20,H,,9513600,,價單第1號 (A2)付款辦法 Payment Method (A2) of Price List No.1 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-04,2022-07-11,,1,20,E,,14533400,,價單第1A號 (A2)付款辦法 Payment Method (A2) of Price List No.1A 依照售價減 4%(96%) 4% discount from the price (96%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-07,2022-07-13,,1,37,E,,15227500,,價單第2A號 (A1)付款辦法 Payment Method (A1) of Price List No.2A 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-08,2022-07-14,,1,21,E,,14425700,,價單第1A號 (A1)付款辦法 Payment Method (A1) of Price List No.1A 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-09,2022-07-15,,1,19,F,,9595100,,價單第1B號 (C2)付款辦法 Payment Method (C2) of Price List No.1B 依照售價減 2%(98%) 2% discount from the price (98%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit 「特別對消回贈」優惠 “Special Set-off Rebate” Benefit,
2022-07-09,2022-07-15,,1,36,E,,15183800,,價單第2B號 (A1)付款辦法 Payment Method (A1) of Price List No.2B 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-10,2022-07-15,,1,10,F,,9135200,,價單第1B號 (A1)付款辦法 Payment Method (A1) of Price List No.1B 依照售價減 5%(95%) 5% discount from the price (95%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit,
2022-07-10,2022-07-15,,1,35,E,,15459800,,價單第2B號 (C1)付款辦法 Payment Method (C1) of Price List No.2B 依照售價減 3%(97%) 3% discount from the price (97%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit 「特別對消回贈」優惠 “Special Set-off Rebate” Benefit,
2022-07-12,2022-07-19,,1,2,E,,13895200,,價單第1B號 (C1)付款辦法 Payment Method (C1) of Price List No.1B 依照售價減 3%(97%) 3% discount from the price (97%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit 「特別對消回贈」優惠 “Special Set-off Rebate” Benefit,
2022-07-13,2022-07-19,,1,33,E,,15574100,,價單第2B號 (C2)付款辦法 Payment Method (C2) of Price List No.2B 依照售價減 2%(98%) 2% discount from the price (98%) 首3年保修優惠 First 3 Years Warranty Offer 24個月免費家居寬頻及無線上網服務優惠 24 Months Free Home Broadband and Wi-Fi Services Benefit 「特別對消回贈」優惠 “Special Set-off Rebate” Benefit,
