pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2021-09-18,2021-09-27,,曼翹 MANGROVE,28,A,,5395000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,27,A,,6392000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,26,A,,6342000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,25,A,,6292000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,23,A,,6241000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,22,A,,6192000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,21,A,,6143000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,20,A,,6082000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,19,A,,6021000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,18,A,,5791000,,"價單第3號 / Price List No. 3 • 45天現金優惠付款計劃 45 Days Cash Payment Plan - 見備註 / see remark 7(c)(i) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1)",
2021-09-18,2021-09-27,,曼翹 MANGROVE,17,A,,5846000,,"價單第3號 / Price List No. 3 • 建築期付款計劃 Stage Payment Plan - 見備註 / see remark 7(c)(ii) • 見備註 / see remark 7(d)(i), (ii), (iii), (iv), (v) • 見備註 / see remark 7(e)(1), (2)",
