pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2024-10-02,,,3,6,F,,4385000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,8,E,,6361000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,8,F,,4429000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,10,B,,6918000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,10,F,,4586000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,9,F,,4451000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,10,E,,6586000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,8,P,,6430000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-02,2024-10-09,,3,9,E,,6393000,"在03/03/2025，基於法例35(2)(b)條所容 許的原因，售價更改為$6,667,000 On 03/03/2025, the price adjusted to $6,667,000 due to the reason allowed under section 35(2)(b) of the Ordinance","(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit 在 03/03/2025，支付條款更改為 On 03/03/2025, the price adjusted to (a) 價單第1 號支付條款(B): 輕鬆建築期付款計劃（照售價減2.5%） Terms of Payment(B) of Price List No. 1: Flexible Stage Payment Plan (2.5% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-03,2024-10-10,,3,2,F,,4247000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
2024-10-03,2024-10-10,,3,3,F,,4342000,,"(a) 價單第1號支付條款(A): 150天現金優惠付款計劃（照售價減6%） Terms of Payment(A) of Price List No. 1: 150-day Cash Payment Plan (6% discount on the Price) (b) 3%售價折扣優惠作為「New World CLUB」會員優惠 3% discount from The Price as Privilege for 「New World CLUB」 member (c) 3%售價折扣優惠作為印花稅優惠 3% discount from The Price as Stamp Duty Benefit (d) 3%售價折扣優惠作為「The Pavilia Collection」 置業優惠 3% discount from The Price as「The Pavilia Collection」 Home Purchase Benefit (e) 2%售價折扣優惠作為自置優惠 2% discount from The Price as Self-Home Purchase Benefit (f) 1% 售價折扣優惠作為國際人才置業優惠 1% discount from the Price as International Talents Home Purchase Benefit (g) 港幣$28,000售價折扣作為國慶75周年限時禮遇 HK$28,000 discount as the 75th Anniversary of the Founding of PRC Benefit",
