pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2026-03-27,2026-04-08,,映居 foto+,27,B,,8019700,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,27,E,,7450000,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,26,B,,7948600,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,26,E,,7383100,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,26,F,,7628200,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,25,B,,7877400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,25,E,,7317200,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,25,F,,7561300,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,23,B,,7807400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,23,C,,7403700,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,23,D,,7425300,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,23,E,,7252300,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,22,B,,7738400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,22,C,,7337700,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,22,E,,7187400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,22,F,,7426400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(iii)",
2026-03-27,2026-04-08,,映居 foto+,21,A,,7885700,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,21,B,,7669400,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,21,C,,7272900,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
2026-03-27,2026-04-08,,映居 foto+,21,E,,7123600,,"價單第2號 Price List No. 2 見以下備註 See the following remark(s): 7(c)(i) , 7(d)(i) , 7(d)(ii) , 7(d)(iii) , 7(d)(iv) , 7(e)(i) , 7(e)(ii)",
