pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,8,D7,,3805000,,(a) 價單第1號90天現金付款計劃 (照售價減 10%) Price List No. 1: 90 Days Cash Payment Plan (10% discount on the Price) (見備註(7)(c)(i) See Remarks (7)(c)(i)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,9,A8,,6556000,,(a) 價單第1號90天現金付款計劃 (照售價減 10%) Price List No. 1: 90 Days Cash Payment Plan (10% discount on the Price) (見備註(7)(c)(i) See Remarks (7)(c)(i)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,10,D7,,3824000,,(a) 價單第1號90天現金付款計劃 (照售價減 10%) Price List No. 1: 90 Days Cash Payment Plan (10% discount on the Price) (見備註(7)(c)(i) See Remarks (7)(c)(i)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,10,A8,,6587000,,(a) 價單第2號90天現金付款計劃 (照售價減 10%) Price List No. 2: 90 Days Cash Payment Plan (10% discount on the Price) (見備註(7)(c)(i) See Remarks (7)(c)(i)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,17,B7,,7758000,,(a) 價單第2號建築期付款計劃 (照售價減 6%) Price List No. 2: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,16,A8,,7064000,,(a) 價單第2號建築期付款計劃 (照售價減 6%) Price List No. 2: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,7,C8,,3937000,,(a) 價單第1號建築期付款計劃 (照售價減 6%) Price List No. 1: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,16,D7,,4091000,,(a) 價單第1號建築期付款計劃 (照售價減 6%) Price List No. 1: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,10,B8,,6916000,,(a) 價單第1號建築期付款計劃 (照售價減 6%) Price List No. 1: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
2026-03-14,2026-03-20,,雲向 CLOUDVIEW,5,C8,,3899000,,(a) 價單第1號建築期付款計劃 (照售價減 6%) Price List No. 1: Stage Payment Plan (6% discount on the Price) (見備註(7)(c)(iii) See Remarks (7)(c)(iii)) (b) 北部都會區置業優惠 Northern Metropolis Home Purchase Discount (見備註(7)(d) See Remarks (7)(d)) (c) 高球之友優惠 Golfers Discount (見備註(7)(e) See Remarks (7)(e)) (d) 東鐵便利優惠 East Rail Discount (見備註(7)(f) See Remarks (7)(f)) (e) 早著先機優惠 Early Bird Discount ((見備註(7)(g) See Remarks (7)(g)) (f) 贈品優惠 Gift Benefit (見備註(7)(h) See Remarks (7)(h)) (g) 提前付清現金回贈 Early Settlement Cash Rebate (見備註(7)(i) See Remarks (7)(i)),
