pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2018-07-14,2018-07-20,,珀玥 The Garrison,5,A,,5848900,,"(a) 價單第2號「建築期」付款計劃 (照售價) Price List No. 2 ""Stage Payment"" (Equivalent to the price) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,5,B,,5258800,,"(a) 價單第2號「90 天成交」付款計劃 (照售價減2%) Price List No. 2 ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-19,,珀玥 The Garrison,5,C,,4320000,,"(a) 價單第1A號「建築期」付款計劃 (照售價) Price List No. 1A ""Stage Payment"" (Equivalent to the price) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,5,D,,5356800,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,5,E,,4375800,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-19,,珀玥 The Garrison,5,F,,4928000,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,5,G,,6696000,,"(a) 價單第2號「建築期」付款計劃 (照售價) Price List No. 2 ""Stage Payment"" (Equivalent to the price) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,A,,5181000,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,B,,4690300,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,C,,4268800,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,D,,5426300,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,E,,4448600,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,F,,4985100,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,6,G,,6041700,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-19,,珀玥 The Garrison,7,A,,5227800,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,7,B,,4734600,,"(a) 價單第1A號「90 天成交」付款計劃 (照售價減2%) Price List No. 1A ""EM Payment"" – 90 days completion (Price less 2%) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,7,C,,4407800,,"(a) 價單第1A號「建築期」付款計劃 (照售價) Price List No. 1A ""Stage Payment"" (Equivalent to the price) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
2018-07-14,2018-07-20,,珀玥 The Garrison,7,D,,5619000,,"(a) 價單第1A號「建築期」付款計劃 (照售價) Price List No. 1A ""Stage Payment"" (Equivalent to the price) (b) 8%售價折扣優惠作為「從價印花稅津貼」 8% discount from The Price as Ad Valorem Stamp Duty Subsidy Benefit (c) 備用第二按揭貸款 Standby Second Mortgage Loan",
