pasp,asp,terminated,block,floor,unit,carpark,price,revision,terms,related
2024-03-30,2024-04-09,,,8,N9,,8411000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-03-30,2024-04-09,,,10,S8,,9555000,,(1) 價單第1號(B)付款方法: 建築期付款計劃 (照售價 減8%)(見備註7(iii)(B)) Terms of Payment(B) of Price List No.1: Stage Payment Plan (8% discount on the Price) (See Remarks 7(iii)(B)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-03-30,2024-04-09,,,6,N9,,8582000,,(1) 價單第1號(B)付款方法: 建築期付款計劃 (照售價 減8%)(見備註7(iii)(B)) Terms of Payment(B) of Price List No.1: Stage Payment Plan (8% discount on the Price) (See Remarks 7(iii)(B)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-03-30,2024-04-09,,,6,S5,,9806000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-03-30,2024-04-09,,,8,S8,,9171000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-03-31,2024-04-09,,,10,S5,,10013000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-04-01,2024-04-09,,,8,S5,,9954000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-04-03,2024-04-11,,,10,N9,,8767000,,(1) 價單第1號(B)付款方法: 建築期付款計劃 (照售價 減8%)(見備註7(iii)(B)) Terms of Payment(B) of Price List No.1: Stage Payment Plan (8% discount on the Price) (See Remarks 7(iii)(B)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-04-03,2024-04-11,,,16,N9,,9037000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
2024-04-05,2024-04-12,,,8,S9,,8684000,,(1) 價單第1號(A)付款方法: 120天即供付款計劃 (照售 價減11%)(見備註7(iii)(A)) Terms of Payment(A) of Price List No.1: 120-day Cash Payment Plan (11% discount on the Price) (See Remarks 7(iii)(A)) (2) 「香港萬客會」會員折扣 (見備註 7(iv)) Privilege for“Vanke Club Hong Kong”Member (See Remarks 7(iv)) (3) 置業折扣 (見備註 7(v)) Home Purchase Discount (See Remarks 7(v)) (4) 印花稅津貼折扣 (見備註 7(vi)) Stamp Duty Subsidy Discount (See Remarks 7(vi)) (5) 從價印花稅優惠 (見備註 7(vii)) Ad Valorem Stamp Duty Benefit (See Remarks 7(vii)) (6) 業權契據費用津貼優惠 (見備註 7(viii)) Title Deeds Costs Subsidy Benefitt (See Remarks 7(viii)),
